gene_id,Apoly_Dec_1,Apoly_Dec_2,Apoly_Dec_3,Apoly_Dec_4,Apoly_Dec_5,Apoly_Feb_1,Apoly_Feb_2,Apoly_Feb_3,Apoly_Feb_4,Apoly_Feb_5
gene-LOC110946445|LOC110946445,0,1,0,0,0,0,0,1,0,0
gene-LOC110969014|LOC110969014,4,8,14,13,8,5,0,0,0,11
gene-LOC110965913|LOC110965913,0,2,0,0,0,0,0,0,0,3
gene-LOC110953794|LOC110953794,64,93,130,107,109,121,94,135,73,105
gene-LOC110963253|LOC110963253,16,16,23,14,9,9,17,0,11,40
gene-LOC110964062|LOC110964062,24,0,0,7,8,0,0,4,5,0
gene-LOC110949262|LOC110949262,0,0,0,0,0,0,0,0,0,0
gene-LOC110966260|LOC110966260,33,28,23,17,35,22,16,6,23,29
gene-podxl|podxl,26,14,33,23,18,8,27,16,23,30
gene-LOC110951360|LOC110951360,159,500,803,425,773,422,674,834,717,534
gene-LOC110949739|LOC110949739,119,92,120,119,112,51,72,107,78,106
gene-itga1|itga1,0,8,8,14,11,0,5,7,0,7
gene-LOC110952785|LOC110952785,0,0,0,0,0,0,0,0,0,0
gene-LOC110952135|LOC110952135,0,2,0,0,0,0,0,0,0,0
gene-LOC110954578|LOC110954578,955,829,791,764,776,1370,1243,668,1683,1189
gene-myl7|myl7,0,0,0,0,0,0,0,0,0,0
gene-LOC110948525|LOC110948525,42,21,22,27,27,23,19,25,11,6
gene-LOC110966481|LOC110966481,0,0,0,0,0,0,0,0,0,0
gene-rap2c|rap2c,36,59,104,73,77,29,54,60,52,82
gene-trnap-cgg-13|trnap-cgg,0,0,0,0,0,1,0,1,2,0
gene-LOC110945497|LOC110945497,0,0,0,0,0,0,0,0,0,0
gene-LOC110954238|LOC110954238,4,0,0,0,4,4,0,0,0,0
gene-LOC110954496|LOC110954496,2,0,11,0,0,0,0,2,0,0
gene-LOC110961484|LOC110961484,8,6,0,14,6,5,3,8,8,3
gene-LOC110961344|LOC110961344,0,3,11,2,6,0,7,0,0,0
gene-LOC110956606|LOC110956606,12,5,2,24,40,0,9,2,9,10
gene-iars|iars,74,129,215,101,160,199,357,422,622,496
gene-LOC110972086|LOC110972086,149,161,355,143,168,35,77,69,76,81
gene-prdm13|prdm13,0,0,0,0,0,0,0,0,0,0
gene-LOC110966937|LOC110966937,28,21,42,23,16,9,8,0,21,16
gene-LOC110970768|LOC110970768,183,223,412,260,257,472,281,284,279,318
gene-vbp1|vbp1,171,153,163,160,187,203,104,198,123,159
gene-LOC110957472|LOC110957472,0,0,0,0,0,0,0,0,0,0
gene-LOC110967160|LOC110967160,7,20,21,27,33,36,17,37,27,23
gene-LOC110963600|LOC110963600,3,2,6,0,4,0,0,0,0,0
gene-LOC110970013|LOC110970013,1614,729,966,340,768,628,1277,947,764,361
gene-mlana|mlana,0,3,0,0,0,0,0,0,0,0
gene-sfr1|sfr1,10,2,4,3,4,0,3,6,0,0
gene-irx2|irx2,0,0,0,0,0,0,0,0,0,0
gene-LOC110956026|LOC110956026,0,0,2,0,5,1,14,4,0,0
gene-lrit2|lrit2,0,0,0,0,0,0,0,0,0,0
gene-LOC110953210|LOC110953210,22,9,4,18,12,0,4,0,0,6
gene-LOC110968085|LOC110968085,17,30,10,32,106,6,5,4,0,2
gene-LOC110947755|LOC110947755,0,0,0,0,0,0,0,0,0,0
gene-LOC110970033|LOC110970033,9,0,0,0,0,0,0,0,0,0
gene-chchd10|chchd10,274,371,270,213,271,233,358,520,364,352
gene-LOC110949370|LOC110949370,27,40,48,60,46,13,38,72,51,30
gene-LOC110953015|LOC110953015,1433,563,666,479,514,382,402,406,446,418
gene-LOC110970980|LOC110970980,444,285,281,281,393,410,219,261,245,204
gene-LOC110965737|LOC110965737,0,0,5,0,0,0,0,0,0,0
gene-trnat-cgu-12|trnat-cgu,0,0,0,0,0,0,0,0,0,0
gene-asrgl1|asrgl1,92,42,35,36,24,13,13,35,19,19
gene-LOC110964604|LOC110964604,0,0,0,0,0,0,2,0,0,0
gene-rrad|rrad,12,12,12,0,2,4,0,2,0,6
gene-LOC110966239|LOC110966239,12,17,9,15,28,14,5,1,5,6
gene-LOC110963287|LOC110963287,173,196,229,221,282,116,92,90,98,101
gene-LOC110950029|LOC110950029,0,0,0,0,0,0,0,0,0,0
gene-LOC110959237|LOC110959237,64,114,108,109,92,176,119,121,103,105
gene-LOC110953881|LOC110953881,34,33,57,44,78,43,72,64,116,85
gene-LOC110966245|LOC110966245,0,0,0,0,0,0,0,0,0,0
gene-LOC110970007|LOC110970007,0,0,0,0,0,0,0,0,0,0
gene-atox1|atox1,571,560,485,351,372,231,319,329,341,194
gene-LOC110957261|LOC110957261,11,6,0,0,0,0,0,0,0,6
gene-LOC110945378|LOC110945378,0,0,0,0,0,0,0,0,0,0
gene-LOC110951886|LOC110951886,0,0,0,0,0,0,0,0,0,0
gene-LOC110951351|LOC110951351,33,20,21,25,45,14,25,23,26,16
gene-LOC110955522|LOC110955522,0,0,0,0,0,0,0,0,0,0
gene-prps1|prps1,36,42,69,41,71,78,107,81,104,150
gene-LOC110948789|LOC110948789,2,2,0,2,2,0,4,0,0,0
gene-LOC110972562|LOC110972562,0,0,0,0,0,0,0,0,0,0
gene-LOC110956029|LOC110956029,18,10,6,17,0,7,10,3,66,3
gene-trnat-agu-18|trnat-agu,0,0,0,0,0,0,0,0,0,0
gene-LOC110971499|LOC110971499,631,798,671,160,229,208,106,181,141,170
gene-hoxa11|hoxa11,0,0,0,0,0,0,0,0,0,0
gene-LOC110958491|LOC110958491,19,37,26,28,22,16,30,13,13,14
gene-LOC110957176|LOC110957176,5636,10163,7526,11056,10455,1346,3310,3768,3923,1816
gene-alg14|alg14,17,45,28,23,15,8,9,32,33,33
gene-LOC110968542|LOC110968542,0,0,0,0,0,0,0,0,3,0
gene-LOC110952411|LOC110952411,0,0,0,0,0,0,0,0,0,0
gene-LOC110970454|LOC110970454,0,0,0,0,0,0,0,0,0,0
gene-LOC110953431|LOC110953431,17,8,14,12,20,7,26,16,25,8
gene-ccdc94|ccdc94,30,57,57,75,83,87,104,82,136,108
gene-snrnp27|snrnp27,87,73,54,71,102,56,93,129,81,74
gene-LOC110972191|LOC110972191,0,0,0,0,0,0,0,0,0,0
gene-LOC110948185|LOC110948185,0,0,0,0,0,0,0,0,0,0
gene-LOC110947901|LOC110947901,0,0,3,0,0,3,8,6,12,6
gene-LOC110970046|LOC110970046,16,3,0,11,4,7,9,7,7,6
gene-LOC110957192|LOC110957192,0,0,0,0,0,0,0,0,0,0
gene-LOC110945848|LOC110945848,0,0,0,0,0,0,0,0,0,0
gene-actr8|actr8,8,23,6,12,7,4,4,12,9,9
gene-LOC110965611|LOC110965611,8,5,6,5,12,14,6,10,5,6
STRG.17281|LOC110970667,1368,1337,1022,819,879,329,472,557,387,253
gene-LOC110946555|LOC110946555,1,2,0,0,0,0,0,0,0,0
gene-rngtt|rngtt,49,39,30,12,24,15,13,27,20,8
gene-LOC110948450|LOC110948450,12,9,0,15,14,5,0,15,14,3
gene-LOC110946583|LOC110946583,4,0,0,0,0,0,0,0,0,0
gene-cdc20b|cdc20b,0,4,3,2,0,0,0,0,0,0
gene-LOC110955336|LOC110955336,0,0,0,0,0,0,0,0,0,0
gene-LOC110959789|LOC110959789,3,0,0,21,0,3,3,10,2,6
gene-LOC110969516|LOC110969516,0,0,0,0,0,0,0,0,0,0
gene-LOC110945966|LOC110945966,0,0,0,0,0,0,0,0,0,0
gene-LOC110956993|LOC110956993,5,0,3,0,7,0,0,0,2,0
gene-LOC110964557|LOC110964557,10,13,9,13,8,37,16,23,18,28
gene-LOC110945334|LOC110945334,2,3,0,2,0,0,0,0,0,1
gene-LOC110952476|LOC110952476,0,0,0,0,0,0,0,0,0,0
gene-smim20|smim20,47,50,35,40,48,53,70,108,53,49
gene-LOC110962736|LOC110962736,0,0,0,0,0,0,2,3,0,0
gene-LOC110955026|LOC110955026,8,4,26,3,7,30,19,0,4,29
gene-LOC110951400|LOC110951400,0,0,2,0,0,0,2,0,0,0
gene-LOC110949155|LOC110949155,0,0,0,0,0,0,0,0,0,0
gene-aipl1|aipl1,0,0,0,0,0,0,0,0,0,0
gene-cunh1orf127|cunh1orf127,0,0,0,0,0,0,0,3,0,0
gene-pwp1|pwp1,29,27,57,72,54,88,119,114,153,167
gene-LOC110962083|LOC110962083,0,0,0,0,0,0,0,0,0,0
gene-LOC110970098|LOC110970098,0,359,2,15,2,0,3,0,0,0
gene-LOC110945460|LOC110945460,4,3,2,0,3,6,23,23,21,21
gene-LOC110968721|LOC110968721,34,14,7,13,24,21,14,18,17,11
gene-lin7a|lin7a,9,9,14,11,11,11,29,8,13,15
gene-LOC110962973|LOC110962973,14,8,13,11,9,18,16,19,16,18
gene-tmem214|tmem214,272,264,522,289,401,347,923,1108,1742,1250
gene-tdrd1|tdrd1,0,0,0,0,0,0,0,0,0,0
gene-bop1|bop1,30,40,92,43,71,204,184,146,237,275
gene-LOC110946536|LOC110946536,0,0,7,3,6,5,4,3,11,6
gene-LOC110951453|LOC110951453,56,35,30,37,25,0,6,16,5,2
gene-LOC110947677|LOC110947677,9,14,8,5,5,0,1,3,2,8
gene-LOC110956799|LOC110956799,12,7,12,6,12,0,4,4,0,6
gene-gpm6a|gpm6a,37,14,12,28,30,17,8,0,3,2
gene-gtpbp4|gtpbp4,440,383,580,398,607,859,887,1085,1306,1286
gene-LOC110952008|LOC110952008,18,9,10,9,7,8,17,5,3,8
gene-parp16|parp16,70,58,24,44,54,7,7,17,3,8
gene-LOC110965761|LOC110965761,4,0,2,3,5,4,7,11,3,4
gene-eps8l2|eps8l2,776,488,478,469,343,80,45,53,39,40
gene-klf4|klf4,6,0,0,0,0,0,0,4,0,0
gene-LOC110946030|LOC110946030,3,0,2,5,2,0,0,1,4,1
gene-LOC110969601|LOC110969601,0,0,0,0,0,0,0,0,0,0
gene-LOC110971074|LOC110971074,0,0,0,0,0,0,0,0,0,0
gene-LOC110949333|LOC110949333,0,0,0,0,0,0,0,0,0,0
gene-LOC110959330|LOC110959330,0,0,0,0,0,0,0,0,0,0
gene-LOC110966692|LOC110966692,11,6,6,14,10,8,8,4,12,0
gene-atm|atm,45,38,37,25,29,33,38,20,29,22
gene-LOC110961408|LOC110961408,6,12,5,9,16,4,7,6,11,6
gene-haus4|haus4,22,8,10,19,36,8,4,2,0,8
gene-nucb2|nucb2,475,313,335,314,218,63,530,1232,1013,645
gene-LOC110948601|LOC110948601,103,77,226,4,65,2,2085,6,863,1830
gene-LOC110970910|LOC110970910,37,38,12,30,31,12,15,39,41,23
gene-mecom|mecom,20,6,11,3,10,5,11,5,0,15
gene-LOC110965965|LOC110965965,35,21,128,55,60,242,401,463,567,299
gene-LOC110953766|LOC110953766,317,88,468,188,173,95,193,70,111,133
gene-LOC110960940|LOC110960940,9,0,5,7,2,0,0,5,0,4
gene-leo1|leo1,70,112,156,114,141,75,96,206,184,147
gene-LOC110950879|LOC110950879,7,8,25,16,30,53,68,47,66,61
gene-umod|umod,0,0,0,0,0,0,0,0,0,0
gene-LOC110970547|LOC110970547,0,0,0,0,0,0,0,0,0,0
gene-atp4a|atp4a,0,0,0,0,0,0,0,0,0,0
gene-tm4sf4|tm4sf4,225,157,146,180,296,181,97,67,111,67
gene-LOC110968500|LOC110968500,4,9,13,5,7,4,0,3,3,3
gene-trnaw-cca-6|trnaw-cca,0,0,0,0,0,0,0,0,0,0
gene-hemk1|hemk1,7,8,5,7,5,3,3,4,4,0
gene-gtf3c5|gtf3c5,8,5,0,12,14,5,5,0,9,7
gene-sox4|sox4,25,25,30,22,43,31,16,14,13,22
gene-LOC110961749|LOC110961749,23,27,33,33,39,30,38,58,66,45
gene-LOC110955957|LOC110955957,30,38,41,55,118,67,41,13,28,79
gene-LOC110951152|LOC110951152,0,0,0,0,0,0,0,0,0,0
gene-LOC110950061|LOC110950061,97,69,79,85,88,16,25,68,43,23
gene-mtif2|mtif2,172,232,209,180,257,220,172,270,243,212
gene-b3gat3|b3gat3,11,13,0,7,8,0,3,11,5,7
gene-lhx8|lhx8,0,0,0,0,0,0,0,0,0,0
gene-LOC110954691|LOC110954691,0,0,0,0,0,0,0,0,0,0
gene-LOC110956556|LOC110956556,0,0,0,0,0,0,0,0,0,0
gene-herc3|herc3,70,156,157,188,207,23,46,81,72,65
gene-LOC110969450|LOC110969450,80,60,47,87,206,6,19,7,5,11
gene-LOC110951561|LOC110951561,0,0,0,0,0,0,0,0,0,0
gene-LOC110950608|LOC110950608,25,23,26,32,38,23,37,62,18,16
gene-LOC110954711|LOC110954711,42,26,20,15,13,0,11,16,11,0
gene-LOC110945290|LOC110945290,2,12,9,8,48,5,2,3,2,7
gene-LOC110946293|LOC110946293,0,0,0,0,2,0,0,0,0,0
gene-LOC110955562|LOC110955562,41,28,38,22,26,26,23,25,13,24
gene-LOC110967498|LOC110967498,3,3,6,0,3,0,0,0,0,0
gene-LOC110953689|LOC110953689,0,0,0,0,0,0,0,0,0,0
gene-LOC110962530|LOC110962530,51,69,63,59,56,55,81,55,48,51
gene-LOC110965747|LOC110965747,42,21,37,40,43,24,34,22,17,32
gene-LOC110949440|LOC110949440,352,292,343,423,472,282,139,254,161,101
gene-tcp1|tcp1,1323,1194,1275,1128,1277,1373,1949,2299,1890,1818
gene-tmem63b|tmem63b,13,24,32,26,7,10,17,6,3,10
gene-LOC110967654|LOC110967654,0,3,0,0,0,0,0,0,0,0
gene-LOC110960231|LOC110960231,11,11,13,16,14,4,10,4,3,8
gene-LOC110968838|LOC110968838,0,0,0,0,0,0,0,0,0,0
gene-cyth3|cyth3,0,4,2,3,2,3,13,0,8,6
gene-echs1|echs1,2820,2334,2184,1376,1857,416,928,492,701,277
gene-cdca7l|cdca7l,5,0,0,3,3,0,0,0,3,0
gene-tmem119|tmem119,0,0,0,0,0,0,0,0,0,0
gene-LOC110951496|LOC110951496,10,4,0,17,33,6,3,3,5,6
gene-kctd3|kctd3,12,13,10,12,6,11,9,31,20,10
gene-LOC110955620|LOC110955620,64,5,10,10,8,4,58,46,24,33
gene-LOC110960308|LOC110960308,130,82,85,119,151,42,55,74,82,69
gene-LOC110952834|LOC110952834,294,189,172,87,99,271,251,123,155,183
gene-LOC110966341|LOC110966341,0,0,0,0,2,0,0,0,0,0
gene-LOC110970504|LOC110970504,0,0,0,0,0,0,0,0,0,0
gene-LOC110970507|LOC110970507,3,0,0,0,0,0,0,3,4,3
gene-LOC110968044|LOC110968044,0,0,0,0,0,0,0,0,0,0
gene-LOC110970681|LOC110970681,0,5,0,0,0,0,0,0,0,2
gene-LOC110971848|LOC110971848,5,5,5,0,0,8,3,0,6,3
gene-LOC110953156|LOC110953156,4,3,4,0,3,0,0,0,0,2
gene-LOC110970392|LOC110970392,0,0,4,0,0,2,0,0,0,0
gene-pgk1|pgk1,2478,3332,2726,2418,2787,1302,1918,2621,2224,1502
gene-LOC110970398|LOC110970398,0,0,0,0,0,0,0,0,0,0
gene-LOC110966419|LOC110966419,0,0,0,0,0,0,0,0,0,0
gene-cep152|cep152,6,3,10,16,15,0,0,2,4,5
gene-LOC110970957|LOC110970957,0,0,0,0,0,0,0,0,0,0
gene-LOC110966193|LOC110966193,0,0,0,0,0,0,0,0,0,0
gene-adm2|adm2,0,0,0,0,4,5,4,0,0,0
gene-slitrk5|slitrk5,0,0,0,0,0,0,0,0,0,0
gene-ifrd1|ifrd1,1169,1039,1412,753,1069,804,1438,1341,2009,1389
gene-egf|egf,0,0,0,0,0,0,0,0,0,0
gene-slc24a4|slc24a4,3,2,0,6,3,0,0,0,0,0
gene-LOC110969515|LOC110969515,0,1,0,1,0,0,0,1,0,0
STRG.2925|LOC110949104,10,9,0,5,4,0,0,0,14,0
gene-LOC110951401|LOC110951401,0,0,0,0,0,0,0,0,0,0
gene-commd1|commd1,64,54,35,42,30,16,13,29,18,13
gene-LOC110955764|LOC110955764,0,0,0,0,0,0,8,0,0,0
gene-cdkal1|cdkal1,39,16,33,34,47,20,31,19,11,14
gene-LOC110955662|LOC110955662,0,0,0,0,0,0,0,0,0,0
gene-LOC110955412|LOC110955412,0,0,0,0,0,0,0,0,0,0
gene-LOC110960499|LOC110960499,35,39,55,47,84,66,84,52,62,63
gene-LOC110971720|LOC110971720,155,157,232,195,275,340,320,330,359,320
gene-prelp|prelp,0,0,0,0,0,0,0,2,0,0
gene-LOC110945228|LOC110945228,0,0,12,7,0,42,0,0,20,0
gene-ltbp4|ltbp4,10,8,12,7,6,7,5,4,12,5
gene-bhlha9|bhlha9,0,0,0,0,0,0,0,0,0,0
gene-LOC110972629|LOC110972629,1,0,0,0,0,0,0,0,0,0
gene-drg2|drg2,75,110,81,71,85,52,107,179,191,146
gene-LOC110954109|LOC110954109,0,0,0,3,0,0,0,0,0,0
gene-calhm1|calhm1,0,0,0,0,0,0,0,0,0,0
gene-strn3|strn3,19,25,34,47,18,6,16,13,19,34
gene-LOC110959637|LOC110959637,0,0,12,3,8,7,2,0,0,0
gene-LOC110945745|LOC110945745,0,2,3,0,0,4,2,3,2,3
gene-LOC110971662|LOC110971662,0,0,0,0,0,0,0,0,0,0
gene-trpv4|trpv4,26,24,46,40,25,44,28,22,35,18
gene-trim13|trim13,12,16,9,17,16,6,0,9,11,6
gene-LOC110945393|LOC110945393,4060,3495,5289,2686,4897,4490,7023,6737,8404,5774
gene-LOC110957893|LOC110957893,0,0,0,0,0,0,0,0,0,0
gene-mak16|mak16,13,68,143,95,155,242,312,362,333,368
gene-LOC110950528|LOC110950528,317,243,302,270,269,1153,633,899,960,1235
gene-LOC110948883|LOC110948883,0,0,0,0,0,0,0,0,0,0
gene-LOC110965601|LOC110965601,0,2,0,0,0,0,0,0,2,0
gene-LOC110967145|LOC110967145,0,0,0,0,0,0,0,0,0,0
gene-LOC110953927|LOC110953927,540,44,108,33,25,16,34,30,34,45
gene-LOC110948836|LOC110948836,15416,13640,12624,15853,13949,10271,11367,12074,11711,10889
gene-LOC110964621|LOC110964621,0,3,6,8,0,4,0,0,0,5
gene-LOC110947674|LOC110947674,0,0,0,0,0,0,0,0,0,0
gene-fam181b|fam181b,2,0,0,0,0,0,0,0,0,0
gene-arrdc2|arrdc2,103,83,122,104,124,208,142,135,156,140
gene-LOC110960442|LOC110960442,0,0,0,0,0,0,0,0,0,0
gene-LOC110962102|LOC110962102,21,31,43,46,48,22,21,21,24,29
gene-LOC110958234|LOC110958234,0,0,2,0,0,0,1,0,0,0
gene-LOC110961680|LOC110961680,0,0,0,0,0,0,0,2,0,0
gene-LOC110952115|LOC110952115,2,0,5,7,0,0,0,0,0,4
gene-LOC110945609|LOC110945609,28,18,22,19,19,17,18,10,11,20
gene-LOC110972136|LOC110972136,59,33,41,45,61,17,13,6,10,23
gene-LOC110966152|LOC110966152,0,0,0,0,0,0,0,0,0,0
gene-LOC110972987|LOC110972987,4,4,10,10,5,2,2,2,5,3
gene-LOC110950062|LOC110950062,8,0,3,0,8,0,7,0,0,0
gene-ngef|ngef,171,95,74,102,119,37,48,104,57,35
gene-ttc7a|ttc7a,127,63,99,72,65,30,29,31,38,29
gene-LOC110965116|LOC110965116,14,9,4,6,12,14,3,8,6,3
gene-mmp24|mmp24,0,0,0,0,0,0,0,0,0,3
gene-gad2|gad2,0,0,0,0,0,0,0,0,0,0
gene-LOC110947891|LOC110947891,81,172,222,101,65,73,122,76,141,81
gene-dse|dse,22,34,27,14,23,15,11,13,22,20
gene-LOC110957973|LOC110957973,275,93,126,124,93,72,55,97,69,60
gene-slc17a5|slc17a5,98,73,93,86,66,15,40,130,121,119
gene-LOC110959009|LOC110959009,44,30,22,34,86,0,0,0,0,0
gene-LOC110956142|LOC110956142,20,13,19,11,38,5,7,5,6,3
gene-LOC110966203|LOC110966203,0,0,0,0,0,0,0,0,0,0
gene-btbd7|btbd7,100,108,125,129,128,79,50,122,109,87
gene-trnak-uuu-42|trnak-uuu,0,0,0,0,0,0,0,0,0,0
gene-cfp|cfp,10036,11245,11563,9173,10026,8732,13151,24515,11956,12386
gene-LOC110959066|LOC110959066,3557,3171,3273,3019,2968,1901,2742,2693,2066,1986
gene-LOC110957163|LOC110957163,0,0,0,0,0,2,0,2,2,0
gene-LOC110972909|LOC110972909,33,20,42,30,73,111,68,50,6,62
gene-LOC110959543|LOC110959543,3,0,0,0,5,0,0,0,0,0
gene-LOC110968485|LOC110968485,28,23,16,7,19,4,6,0,0,12
gene-naaladl1|naaladl1,136,130,186,102,107,58,112,107,76,48
gene-pigm|pigm,5,11,8,8,7,3,5,3,2,7
gene-LOC110968701|LOC110968701,0,0,0,0,0,0,0,0,0,0
gene-LOC110959610|LOC110959610,2,1,2,4,0,0,0,2,1,0
gene-cdc40|cdc40,59,67,67,86,117,118,146,150,138,153
gene-orc5|orc5,23,7,10,25,25,2,0,2,3,3
gene-msantd1|msantd1,3,0,0,0,0,4,0,0,2,0
gene-LOC110967957|LOC110967957,31,54,29,20,26,46,34,18,13,26
gene-LOC110956078|LOC110956078,73,30,28,21,18,28,10,12,6,12
gene-LOC110949374|LOC110949374,200,197,232,211,391,52,46,24,62,42
gene-LOC110971284|LOC110971284,2,1,3,2,3,0,0,0,0,3
gene-znf366|znf366,29,18,18,33,21,12,15,19,28,16
gene-LOC110949980|LOC110949980,0,0,0,0,0,0,0,0,0,0
gene-trnav-cac-4|trnav-cac,0,0,0,0,0,0,0,0,0,0
gene-nsg1|nsg1,0,0,0,0,4,0,0,8,6,3
gene-LOC110972234|LOC110972234,3,0,0,8,0,0,3,5,1,0
gene-LOC110946946|LOC110946946,79,54,81,77,93,16,15,41,22,14
gene-LOC110969822|LOC110969822,2,0,0,0,0,0,0,0,0,0
gene-wdr66|wdr66,0,0,0,0,0,0,0,0,0,0
gene-LOC110948490|LOC110948490,7,12,0,10,5,7,4,6,8,4
gene-LOC110960021|LOC110960021,44,51,32,57,25,46,35,51,41,71
gene-mmd|mmd,105,99,106,118,172,86,166,186,201,163
gene-LOC110970827|LOC110970827,34,26,26,25,34,7,22,67,78,34
gene-adgrd1|adgrd1,33,37,94,48,55,72,88,39,66,76
gene-LOC110969521|LOC110969521,48,51,76,70,107,64,93,101,150,125
gene-cstf3|cstf3,144,295,138,176,184,79,87,119,54,44
gene-LOC110949927|LOC110949927,0,0,0,0,0,0,0,0,0,0
gene-abcf3|abcf3,21,68,148,86,168,164,204,320,415,353
gene-LOC110946742|LOC110946742,15,4,15,21,10,5,7,20,18,17
gene-LOC110961145|LOC110961145,32,32,26,34,9,9,8,0,9,9
gene-LOC110951965|LOC110951965,14,7,7,15,25,8,7,6,15,6
gene-LOC110949704|LOC110949704,6,4,0,5,13,4,6,0,9,0
gene-LOC110963050|LOC110963050,18,6,12,15,30,13,0,65,0,2
gene-LOC110947860|LOC110947860,0,0,0,0,0,0,0,0,0,0
gene-LOC110965722|LOC110965722,3,3,4,4,2,0,0,0,2,0
gene-LOC110958680|LOC110958680,7,11,9,7,5,0,2,17,5,7
gene-cnih2|cnih2,0,0,0,0,0,0,0,0,0,0
gene-LOC110951226|LOC110951226,20,41,9,25,36,6,16,39,33,0
gene-kdm5a|kdm5a,95,89,90,72,122,152,173,182,194,169
gene-paip1|paip1,107,81,145,85,113,220,244,224,192,163
gene-eed|eed,102,85,134,153,171,126,79,94,99,135
gene-LOC110955382|LOC110955382,0,0,0,0,0,0,0,0,0,0
gene-pdap1|pdap1,38,60,81,47,87,54,187,342,334,234
gene-LOC110971935|LOC110971935,1301,1573,2163,1635,1923,1955,1930,2543,1311,1534
gene-LOC110965022|LOC110965022,55,19,21,46,82,5,3,2,5,2
gene-efhd1|efhd1,0,0,0,0,0,0,0,0,0,0
gene-LOC110965072|LOC110965072,0,0,0,0,0,0,0,0,0,0
gene-zranb2|zranb2,83,69,108,94,111,130,78,101,101,87
gene-fli1|fli1,119,66,104,97,104,89,92,98,94,108
gene-LOC110972375|LOC110972375,0,0,0,0,0,0,0,0,0,0
gene-LOC110954204|LOC110954204,1,0,0,5,1,0,0,0,0,0
gene-sarm1|sarm1,2,2,5,0,0,0,0,0,0,0
gene-LOC110948319|LOC110948319,0,0,0,0,0,0,0,0,0,0
gene-LOC110957376|LOC110957376,0,0,0,0,0,0,2,0,0,0
gene-hsd17b14|hsd17b14,1061,403,584,545,514,695,607,570,602,523
gene-LOC110970661|LOC110970661,19,0,12,0,10,0,12,24,23,16
gene-LOC110958150|LOC110958150,2,0,0,0,0,0,0,0,0,0
gene-LOC110963244|LOC110963244,0,0,2,0,0,3,6,7,9,2
gene-scmh1|scmh1,45,20,23,12,25,9,10,4,18,7
gene-atp6v0e1|atp6v0e1,294,295,257,247,348,214,252,291,216,144
gene-LOC110945318|LOC110945318,0,0,0,0,0,0,2,0,0,0
gene-fgf4|fgf4,0,0,0,0,2,0,0,0,2,0
gene-gpi|gpi,24,0,8,0,18,0,3,0,0,0
gene-LOC110968082|LOC110968082,150,151,174,154,183,108,111,144,112,122
gene-frmd1|frmd1,10,0,6,8,8,17,12,5,10,18
gene-LOC110959590|LOC110959590,32,35,18,31,38,7,4,9,9,9
gene-LOC110953669|LOC110953669,0,0,2,2,0,0,0,0,0,0
gene-LOC110946001|LOC110946001,46,36,16,17,67,25,63,32,64,30
gene-LOC110967894|LOC110967894,2,0,8,0,4,6,0,12,9,3
gene-vav2|vav2,3,0,0,5,5,3,4,2,0,0
gene-tbck|tbck,10,13,10,8,10,0,0,7,4,6
gene-tubgcp4|tubgcp4,23,11,7,10,16,3,3,8,6,9
gene-LOC110953103|LOC110953103,0,0,0,0,0,0,0,0,0,0
gene-ndufb10|ndufb10,415,455,360,458,458,590,453,520,413,387
gene-LOC110972203|LOC110972203,0,0,0,0,0,0,0,0,0,0
gene-chmp1a|chmp1a,64,74,75,88,83,16,37,68,40,56
gene-cnot11|cnot11,27,29,54,27,49,53,64,113,95,126
gene-LOC110971383|LOC110971383,3,6,11,4,7,6,4,0,8,0
gene-trnal-cag-16|trnal-cag,0,0,0,0,0,0,0,0,0,0
gene-rbbp4|rbbp4,48,21,53,37,87,58,92,126,129,178
gene-LOC110956361|LOC110956361,40,32,22,34,51,17,29,76,54,29
gene-ttll1|ttll1,0,2,0,0,0,0,3,0,0,0
gene-LOC110945755,0,0,0,0,0,0,0,0,0,0
gene-tmem97|tmem97,388,441,432,237,317,331,204,476,249,391
gene-LOC110945750,0,2,4,4,4,0,2,4,1,1
gene-LOC110946827|LOC110946827,13,6,13,18,9,0,3,3,8,0
gene-slc35f4|slc35f4,1,2,2,0,0,0,0,0,2,0
gene-kiaa1143|kiaa1143,28,63,57,70,78,43,56,90,54,59
gene-LOC110971420|LOC110971420,24,12,16,18,19,7,12,16,10,7
gene-LOC110962010|LOC110962010,0,0,2,0,20,0,0,0,0,0
gene-foxm1|foxm1,34,8,38,29,88,0,0,2,0,0
gene-LOC110952428|LOC110952428,0,6,0,2,4,0,0,0,0,0
gene-camk2b|camk2b,3,8,0,0,0,0,0,0,0,0
gene-ndufb2|ndufb2,167,196,107,142,173,167,191,287,197,107
gene-LOC110960413|LOC110960413,314,306,520,343,651,531,418,542,497,457
gene-LOC110951523|LOC110951523,9,4,7,5,14,22,10,5,20,2
gene-LOC110966077|LOC110966077,0,0,0,0,0,0,0,0,0,0
gene-LOC110959322|LOC110959322,195,155,232,190,304,185,214,222,220,184
gene-LOC110957029|LOC110957029,2,11,7,7,10,0,5,3,0,4
gene-psmd8|psmd8,162,261,197,157,258,226,315,372,494,353
gene-LOC110949289|LOC110949289,86,72,96,49,70,53,94,153,141,116
gene-LOC110959103|LOC110959103,17,5,13,15,24,0,4,0,3,7
gene-lrrfip2|lrrfip2,83,101,129,76,77,98,114,147,123,106
gene-LOC110973011|LOC110973011,0,0,0,0,0,0,0,0,0,0
